28   15   8    7   6.25   5   10   36   27.77    5.04
28   18   9    3   2.75   5    9   41   28.77    4.96
29   20  10   14   1.93   5    8   43   30.79    4.51
30   14  10   14   2.93   5    7   45   32.67    4.45
30   19   7   14   3.86   5    7   46   25.55    3.74
30   19   7    4   5.00   3    8   40   28.96    4.30
31   19   8   10   3.73   5   10   33   19.91    5.71
31    9   7    2   2.33   5    9   40   27.89    5.20
31   16   7   14   2.86   5    7   43   29.30    4.28
32   14  10   14   3.57   2   12   44   31.92    4.12
32   18  10    8   2.67   4   11   48   31.29    3.76
32   15   .    .    .     4    8   45   31.07    4.17
32   15   7    4   4.40   5    2   32   22.23    5.65
32   12   7   11   4.08   1    7   37   24.80    4.95
32   14   8    7   3.11   3    8   39   27.67    4.97
32    8   8   14   2.29   4   11   47   33.52    5.11
33   15   9   14   3.36   5    6   42   28.61    5.39
33   14   8   14   2.76   3    4   46   33.85    5.18
33   14   8   14   2.07   5    9   44   28.30    4.86
33   20   7   14   2.64   3    6   35   26.99    4.66
33   14   8   14   5.93   3   11   49   31.09    4.50
34   15   7   14   3.94   5   10   43   30.26    4.31
34   17   9    5   5.67   5   12   34   22.02    3.86
34    8   9    5   2.50   5   10   32   21.70    5.34
34   14   8    5   8.50   5    6   40   26.27    4.38
35   17   9   14   2.64   2   11   27   27.79    4.45
35   18   9    8   2.56   3   12   39   29.73    4.89
36   18   9   12   3.23   5   10   38   25.83    4.68
36    9   7    2   2.33   5    3   40   27.89    6.58
36    9   7    6   3.57   3    4   45   29.94    3.90
36   20   9   14   2.21   5   11   39   27.18    5.32
37   19   8    7   3.00   5    9   38   25.38    3.73
37   15   9   11   3.92   2   11   44   29.30    4.82
38   16   8    7   4.38   4   11   35   23.34    4.99
38   14   9    5   4.00   5   11   45   30.52    3.53
38   20   9   14   1.64   5   12   50   31.54    2.97
38   18   8   14   2.14   4   10   35   22.68    4.47
38   15   9   14   2.56   1   11   34   23.07    4.31
38   17   6    5   4.97   2   11   47   32.10    4.36
38   16  10   14   1.93   5   10   54   34.58    4.67
38   20   9   14   2.36   5   10   32   22.64    5.01
38   14   8    5   7.14   2   10   37   27.09    5.00
38   17  10    3   3.00   3    2   33   23.51    5.45
39   20   8   14   1.43   5   11   46   30.30    3.41
39   18   8   14   2.55   5   10   36   23.34    5.10
39   13   8    6   7.69   4   12   44   34.12    5.29
39   15   7   14   3.14   3   12   34   23.29    4.70
39   14  10    7   3.88   5    8   46   31.98    3.67
39   18   8   14   2.36   5    9   50   33.80    3.70
40   17   8    7   2.05   2   12   37   24.56    4.49
40   18   9   14   1.49   5   10   41   27.58    4.36
40   18   8   14   3.20   0   10   40   25.97    4.47
40    3   7    2   4.00   2    9   42   28.27    5.15
40   20   9   14   2.50   5   11   45   32.26    5.00
40   12   8   14   5.79   1    8   36   24.45    4.66
41   17   9   11   3.70   5   11   35   23.76    4.33
41   12   9   14   2.47   5    8   35   23.90    4.32
41   17   7   14   3.02   5   11   49   31.24    3.57
41   13   8    5   4.43   4   10   44   28.46    3.69
41   14  10   14   3.32   2   10   37   24.00    4.82
41   17   9    2  10.00   4   10   39   26.53    3.88
41   19   7    6   4.29   5    7   34   23.93    5.90
42   16   9    8   3.33   5    9   12   32.11    2.63
42   18   8    4   2.28   5   10   46   32.99    3.58
42   14   7    7   4.79   5   10   39   26.85    4.42
42   19   7   14   2.48   5   10   32   21.70    4.90
42   19   7    3   4.63   5   11   34   23.21    5.00
42   18   8    7   3.71   0    8   44   30.74    3.82
42   18  12   14   1.85   5    8   40   26.89    4.87
43   20   8    3   2.50   2   10   39   25.90    3.77
43   13   7    1   1.50   0   10   42   27.94    3.78
43   20   8   14   1.79   5   11   55   38.70    2.73
43   18   8   11   9.17   5    9   34   23.64    4.81
43   17  10   14   2.99   5    8   37   25.76    4.61
43   12   7   14   3.06   2   10   41   28.60    4.85
43   12   8   14   3.53   5   10   34   22.80    4.46
43   15   9   14   3.54   3    9   38   25.83    4.81
43   18   7   14   2.41   5   10   39   26.85    4.41
43   15   9   11   4.28   5   12   44   25.42    3.82
43    9   7    5   3.16   5   10   44   30.00    2.28
43   16   8    7   6.88   4   11   43   30.40    5.36
43   20   8   14   2.86   5   11   39   27.50    5.16
43   20   8    6   4.43   5   10   38   24.65    4.43
44   14   9   14   2.57   4   10   43   27.03    3.71
44   16   9    5   3.50   5    9   45   29.12    3.60
44   12   8   14   2.34   3   10   37   26.41    4.44
44   12  10   14   2.81   5   10   36   23.88    4.05
44   15   7    8   3.56   3   10   40   26.90    4.47
44   17   9   14   3.71   4    8   36   24.45    5.21
44   13   8    7   4.60   5   12   47   35.54    1.74
45   18   8    2   2.67   5    8   39   27.51    3.94
45   19   9   14   2.86   5   12   41   27.26    3.44
45   19   9    5   3.33   5    9   44   29.30    3.24
45   17   7   14   3.64   4   10   37   23.46    3.66
45   19   9   14   1.96   5   10   43   28.28    4.13
45   19   9    7   3.03   5   11   36   26.01    4.50
45   18   8   11   2.79   5   12   42   28.62    4.51
45   18   9    7   3.13   5    8   43   27.96    4.31
45   17   9    7   4.21   5   10   39   28.40    3.83
45   10   7    5   2.57   5    8   35   23.91    4.60
45   18   9   14   3.19   3   10   38   26.15    4.12
45   16   8    5   7.50   2   11   43   27.33    4.43
45   18   8    7   5.44   5   11   31   20.06    5.99
45   12   7   14   4.75   3   10   42   26.99    3.90
45   17   9   14   3.93   5   11   38   26.80    4.61
45   14   7   14   2.86   5    9   38   25.23    4.74
46   20   8   10   2.82   5   10   40   27.06    3.54
46   18   8   14   2.80   5    9   45   28.31    3.64
46   17   8   14   3.00   4   10   35   21.93    4.40
46   15   8    6   4.43   5   10   43   27.96    3.90
46   20   9   11   2.75   5   10   37   24.85    3.96
46   18   8    8   4.75   5    6   41   29.32    4.11
46   14   8    4   3.86   3    9   36   25.68    4.59
46   18   9    5   4.37   2   11   36   24.60    4.70
46   19   8   11   4.27   4    9   32   22.93    4.78
46   17   8   14   3.47   5   10   36   23.88    5.38
46   19   8    5   5.41   5    8   50   37.39    4.66
46   18  10   14   1.07   5   11   53   36.33    4.05
46   11   9   14   3.50   5   10   36   24.60    5.51
47   18   9   14   1.93   5    9   43   27.95    5.01
47   10   8    2   3.33   2    5   29   20.63    5.92
47   16   8    7   3.25   4    7   31   22.34    7.24
47   19   8   14   2.21   5   11   50   33.01    3.06
47   13   8    4   2.80   5   10   55   36.64    3.08
47   18   7    7   7.83   4   12   39   25.46    3.98
47   17   9   14   3.06   3   12   43   28.78    4.26
47   16   8   14   1.93   5   11   37   24.27    4.68
48   20   8    3   5.00   5   12   37   24.70    3.73
48   18   8   14   2.07   5   10   45   30.52    3.54
48   17  11   14   3.72   2    9   44   31.13    3.84
48   13   8    8   1.65   5   10   37   24.85    5.09
48   17   9   14   3.71   5   11   27   17.85    5.82
48   20   7    5   2.27   5   11   33   23.81    4.76
48   13   8   14   2.90   3    9   27   16.88    5.63
48   19   8   14   6.23   2   11   37   25.76    4.70
48   12   9   14   1.64   3   10   41   30.48    4.38
48   20   8   14   2.75   5    8   35   23.76    5.08
48   19   9    3   6.50   5   11   48   32.41    4.00
48   14   9    5   3.50   3    8   38   27.48    3.74
48   17   8   14   3.00   3   10   44   28.96    4.49
49   18   8    5   1.87   5   10   34   22.54    4.77
49   18   9   14   4.23   2   10   42   27.45    4.63
49   17   9   14   4.11   2    9   42   28.61    4.32
49   18   8   14   2.23   5    8   45   31.46    4.11
49   19   9   14   3.43   5   10   40   27.06    4.02
49   20   8    8   4.33   5   11   40   25.68    4.04
49   19   9   14   2.86   5   11   46   29.95    4.28
50   13   8    4   3.20   5   11   45   33.47    2.78
50   13   5    1  10.00   0    8   35   24.29    5.89
50   13  10    7   5.00   3    5   29   20.00    5.40
50   15   8    5   4.90   5   11   44   31.13    3.94
50    2   8   14   3.74   2   10   40   27.55    4.86
50   17   7    5   3.04   5   11   40   25.97    4.75
50   18   7   14   3.62   5    9   38   36.15    3.91
50   15   7   14   2.66   5   10   38   27.48    4.81
50   17   8   14   3.63   5    8   43   27.49    3.76
50   10   7    5   6.17   5   10   34   24.23    5.15
50   13   9   14   2.07   5   11   45   33.10    3.38
50   17   8   14   2.50   5    7   45   29.63    3.80
50   15   8   14   1.75   5    4   39   28.22    4.39
50   13   9    2   3.60   2    3   42   27.30    3.52
50   14   9    3   4.44   2    2   43   26.16    3.05
50   11  11    5   2.74   2    6   32   22.79    4.29
51   16   7   14   3.58   5    2   40   26.27    4.38
51   20   8    9   2.60   5    4   52   35.00    2.67
51   16  10   14   3.06   5    5   43   27.03    3.21
51   16   7   14   2.42   5    3   35   24.34    5.24
51   14   7    4   3.42   3   11   34   22.41    5.63
51   16   8    7   3.31   3    8   46   31.02    4.35
51    9   7    6   3.34   5    9   48   32.03    2.59
51   15   7   14   5.74   0   12   41   30.08    4.25
51   20   8   14   1.90   5    8   27   17.16    4.95
51    8   8   14   3.27   4    9   37   25.14    4.82
51   14   8    5   4.28   4   10   40   30.52    4.85
51   19   8    3   4.42   5    9   41   28.96    4.27
51   13   7   14   2.21   4    8   42   30.44    4.08
51   15   8    3   1.15   2   10   32   23.67    4.38
51   19   8    3   2.32   5    9   40   27.89    3.85
51   17   8   13   4.37   5    9   37   23.99    4.18
51   19   8   14   6.62   5   10   35   24.95    4.47
51   16   7   14   3.41   3    9   45   29.63    3.23
51   20   9    6   6.71   5   11   40   27.55    3.83
51   18   9    9   4.00   5    9   37   23.99    3.65
51   18   8   10   2.27   5    9   42   28.10    4.26
52   17   8   14   2.86   5    7   34   23.93    5.10
52   17   7    5   3.95   4    9   39   27.47    4.75
52   16  10    3   4.08   5    5   37   26.08    4.73
52   14   8    2   1.43   3   10   33   20.89    5.01
52   14   6    5   3.79   5    9   29   19.19    5.68
52   17   7    7   9.54   5    9   28   18.74    5.38
52   17   9   14   3.21   5    6   46   30.66    4.49
52   20   8   14   1.74   5   12   43   30.03    3.58
52   16   8   14   2.11   2    9   23   18.38    5.19
52   10   7    5   2.63   5    5   48   28.96    3.78
52   17   8    7   4.81   5   10   35   24.05    4.27
52   19   9   14   4.57   5   11   35   22.55    4.33
52   14   8    6   3.91   4    5   35   24.05    3.96
52   15   8    4   2.23   3    0   50   33.40    3.67
52   16   8   14   4.91   5    1   36   24.75    4.36
52   14   7    5   4.08   3    2   47   29.93    3.40
52   18   8    5   6.00   5    9   48   33.20    3.54
52   20  10   14   2.50   5    8   43   30.03    4.08
52   20   9    5   3.00   5   10   44   30.00    4.66
52   15   8   12   2.85   5    9   45   30.17    5.07
52   10   8   14   2.86   4   10   40   27.22    4.20
52   15   7    4   5.40   3    9   30   20.82    5.92
52   19   7    2   7.33   0    5   34   23.64    4.71
52   13   8   14   2.50   2    8   40   27.89    5.18
52   16   8    5   3.50   3    7   41   27.91    4.96
53   10   8   14   3.43   3    4   41   26.01    4.04
53   12   7    5   4.16   5    2   45   27.70    3.06
53   19   9   14   1.85   5    4   37   25.45    3.34
53   17   9   14   3.13   5    8   40   27.55    3.30
53   13  10   14   4.08   5    2   33   23.22    4.28
53   17   8    1   4.23   5    2   44   27.67    3.00
53   16   8    7   6.93   5    2   34   22.52    3.24
53   18   7    1   2.67   3    1   32   22.51    4.01
53   16   8    6   2.47   3   10   40   26.90    3.98
53   18   7    7   4.02   5    9   45   29.12    3.97
53   17   9   14   2.74   5    8   37   25.76    4.21
53   14  11   14   0.99   5    8   40   27.89    4.41
53    9   8   14   6.12   5   11   31   21.01    5.45
53   16   8    3   2.77   5   10   40   27.89    4.46
53   15   7   14   3.86   3    9   45   30.33    3.85
53   18   8    3   4.00   3   10   43   28.62    3.46
53   19   7   14   2.86   5   11   40   26.43    3.69
53   14  10   14   2.07   3    9   33   22.12    4.11
53   11   8    1  21.50   1    7   36   25.68    5.39
53   13   7    5   7.67   2    9   41   29.89    4.46
53   16   9    8   5.67   5   11   38   26.44    4.87
54   11   8    8   6.18   5    2   37   25.45    3.80
54   10   7    7   4.84   5    2   41   26.63    3.57
54   16   7    1   5.82   5    2   32   22.50    3.12
54   15   7    4   3.54   5    8   32   21.70    4.12
54   18   9   14   2.51   5    1   49   33.51    3.52
54   11   7    6   7.35   5    2   41   26.63    3.17
54   11   7    6   5.73   1    2   40   27.84    4.14
54   17   8   14   2.55   5    7   42   28.23    5.16
54   14   6    5   4.41   5   12   39   24.75    4.97
54   12   8   14   2.99   5   10   34   22.28    4.65
54   18   7    4   3.01   5    8   47   34.17    3.24
54   16   8   11   6.11   5    9   42   27.92    4.80
54   16   9    5   4.67   5    8   45   28.31    3.64
54   14   8   14   2.50   3    9   36   21.84    4.51
54   17   6    4   5.40   5    9   40   24.97    3.71
54   15   6    6   6.00   5   11   37   24.99    3.99
54   16   8    6   4.29   5    9   38   26.44    5.11
54   18  10   14   5.43   5   10   37   25.14    4.99
54   16  10   14   4.07   5    9   55   36.95    4.22
54    9   7    5   4.00   2   10   35   23.21    3.99
54   11   8    2   5.37   4    8   43   28.62    4.25
54   15   7    1  13.50   5    8   47   28.64    3.42
54   16   8   14   3.50   3    7   46   31.02    3.92
54   16   8    5   3.50   5    6   34   24.23    6.43
54   13   7   14   5.64   5    6   34   25.51    3.66
54   10   8   14   5.21   0   11   41   25.89    3.24
54    9   7   14   5.71   4   11   32   20.48    5.64
54   15   7    1  13.50   0    8   47   28.64    3.42
55   11   8   14   2.15   4    0   42   29.68    2.61
55   13   8    5   7.32   5    0   26   17.81    4.59
55   13   7   14   3.51   5    2   34   23.35    3.57
55    8   8    3   4.59   5    2   43   29.66    4.89
55   16   8    7   3.18   5    2   41   27.26    3.38
55   14   8    4   5.65   5    2   25   17.12    4.35
55   14   9   14   4.00   1    2   40   24.31    2.15
55   19  10   11   1.79   5    1   40   26.58    3.49
55   15  10    1   7.08   4    3   52   34.37    2.88
55   13   7    1   7.36   3    5   32   21.19    5.23
55   10   9    8   3.27   4    5   30   20.82    3.88
55   20   9    5   3.72   5    5   38   26.15    3.30
55    9   9    2   4.90   5    2   22   14.36    4.79
55   13   7    7   2.48   5    5   38   25.53    4.38
55   10   7    3   5.17   2    8   43   27.33    3.62
55   16   8    5   3.83   5    8   52   34.78    3.48
55   15   8   14   4.29   5   11   41   28.08    3.79
55   18   7    5   4.00   3   10   41   27.26    3.70
55   20   8   14   3.57   5    8   34   22.54    4.80
55   12   8    5   6.07   5   10   36   23.88    4.26
55   17   8    8   5.29   5   10   35   23.76    4.81
55   18   9    3   2.13   1    9   31   23.23    4.84
55   10   8    6   1.78   5    9   38   26.15    4.50
55   18   7    5   3.19   4    8   39   27.22    4.52
55   11   8   14   5.02   5    9   40   27.22    4.47
55   15   8   14   3.57   5    9   46   33.63    4.22
55   12   9    7   5.13   1   11   35   24.34    6.00
55   17   8   14   2.93   5    6   45   30.35    4.08
55   13   7   14   5.86   3   11   41   25.61    4.13
55   19   8    6   4.93   5    8   31   22.61    5.49
55   17   9   14   3.21   5   11   37   24.86    7.08
55   13   7    1   9.50   5   12   32   20.71    3.76
55   14   8    9   6.10   5    7   27   20.74    7.12
56    8   7    9  22.10   1    5   45   29.80    6.67
56   11   9    7  11.13   5   11   34   23.35    4.94
56    9   8    8   5.67   2    7   32   21.96    6.04
56   14   7    4   4.77   2   12   32   22.94    6.20
56   11   8    5   9.50   2    7   43   30.59    4.07
56   12   5    4  23.00   3    5   43   26.71    4.85
56    5   9   11   2.75   4    6   41   28.08    4.43
56   15   8   11   8.17   5    8   45   28.63    4.09
56   12   8    1   2.00   2    5   37   25.88    5.53
56   19   8    1   5.00   5    9   43   28.28    6.68
56   13   8    4   4.20   5    9   45   28.96    5.42
56   14   7    4   2.52   3    5   45   29.19    4.94
56   13   8    3   8.32   0    4   37   24.95    5.06
56   16   8    3   5.75   3    4   38   26.15    6.53
56    5   7    5   4.75   3    9   35   25.60    4.89
56   17   7    2   9.63   4    8   28   18.96    5.17
56   17  10    3   4.73   5    9   36   24.10    5.85
56   15   7    7   6.05   3   10   37   25.60    4.81
56   18   8    8   5.87   5    6   33   22.12    5.87
56    3   8    5   4.23   3    8   39   27.34    4.55
56   13   8    4   4.20   5    9   45   28.96    5.42
56   14   7    4   2.52   3    5   45   29.19    4.94
56   13   8    3   8.32   0    4   37   24.95    5.06
56   16   8    3   5.75   3    4   38   26.15    6.53
56    5   7    5   4.75   3    9   35   25.60    4.89
56   17   7    2   9.63   4    8   28   18.96    5.17
56   17  10    3   4.73   5    9   36   24.16    5.85
56   15   7    7   6.05   3   10   37   25.60    4.81
56   18   8    8   5.87   5    6   33   22.12    5.87
56    3   8    5   4.23   3    8   39   27.34    4.55
56   17   8    7   3.35   5    9   42   26.99    4.36
56   14   8   14   2.33   4    9   39   27.69    5.09
56   20   7   14   2.50   4   11   39   27.69    4.41
56   16   8    5   2.67   5   11   35   25.60    4.77
56   12   9   14   6.94   5    0   37   22.46    3.56
56   10  10   14   1.61   4    2   48   29.58    2.88
56    6  10    7   5.60   5    0   28   19.19    5.00
56   13   7    1   9.27   5    1   45   32.46    3.51
56   16   8    1   5.39   5    5   36   26.17    3.95
56   17   7    7   5.59   5    2   40   25.97    2.74
56   18   8   14   1.81   5    8   40   28.23    3.54
56   18   9    4   8.39   5    4   40   25.97    4.30
56   12   7    1  13.86   5    4   36   23.34    4.37
56   13   7   14   1.86   5    3   40   26.90    4.77
56   10   7    1   3.50   4    4   30   19.63    5.90
57   12  10    7   4.50   5    8   24   15.95    7.29
57   11   7    4   7.60   4    4   38   25.80    4.14
57   14   7    4   3.80   5    8   40   27.55    6.14
57    9   8    2   5.33   5   10   27   18.61    5.88
57   10   9    5   7.50   2   11   50   35.28    3.94
57    8   7    2   9.00   2    5   19   12.83    6.88
57    8   9   14   4.00   2    8   47   31.37    3.92
57   11   7    2   4.07   5    5   38   26.15    5.02
57    8   8    5   8.00   1    4   33   22.66    4.86
57   17   8    2  12.00   2   11   38   25.02    4.35
57   14   7    4   4.80   2   12   32   22.94    6.20
57   11   9    4   4.60   0   11   34   20.64    5.62
57   15   9    7   4.23   5   12   27   17.85    5.33
57   13   8    1   1.73   5    7   34   24.08    6.61
57   13   8   14   4.92   3   12   29   19.19    6.08
57   12   7    1  16.00   2    9   39   29.94    3.62
57   10   8   14   3.29   2    9   32   22.50    6.22
57    9   8    7   4.38   3    6   37   24.85    4.03
57   15   9   14  10.29   3    4   47   32.14    3.99
57   13   7    5   5.00   2    7   33   22.93    6.00
57   14   8    5   3.80   3   10   45   29.63    4.33
57   12   7    6   2.96   2    9   25   16.67    6.30
57   17   7    1   6.95   5    6   22   15.14    7.62
57   12   8   14   4.00   5    8   44   31.35    4.63
57    8   7    5   5.78   1    9   31   21.66    5.57
57   16   8    8   3.88   5    5   32   20.83    5.15
57   10   8   14   3.29   2    9   32   25.50    6.22
57   12   8   14   6.07   3    9   28   20.42    6.32
57   16   8    5   3.18   1    8   29   18.97    5.22
57   20   8   14   2.50   5   10   39   25.61    3.74
57   12   7    2   9.33   0   10   34   25.18    4.53
57   17   8   14   2.14   5   10   33   21.87    4.46
57   18   7    7   3.36   2    6   51   31.14    2.63
57   12   8    1   8.83   3    6   45   29.63    4.63
57   15   7    7   2.88   4    1   47   32.10    3.11
57   15   8    1   7.52   5    3   24   16.04    7.80
57   18   7   14   2.90   2    1   45   31.46    3.28
57   10   7    3   3.91   5    3   47   31.72    2.50
58   10   6    9   9.50   2    4   43   28.96    3.50
58   17   8    3   8.82   2    9   35   23.07    6.37
58   13   8    4   7.80   0    9   30   21.72    6.43
58   10   8   14   5.00   1    9   36   24.46    5.99
58    7   8    3   6.51   0   10   48   33.26    3.87
58    9   8    2   7.29   5    3   37   26.57    4.84
58   14   8    7   7.00   5    6   24   17.00    5.34
58    8   7   10   5.50   2   12   30   19.87    6.09
58   13   7   14   5.29   5    8   38   28.57    4.84
58    7   7   11   7.83   5    7   33   21.87    5.20
58    9   7   14   6.00   3    4   22   15.61    6.09
58    9   8    5   5.93   3    8   26   18.70    6.03
58   17  10   14   2.91   5    5   40   28.31    4.43
58    7   7   14   5.14   2    7   40   28.55    4.41
58   14   7    3  12.00   3   10   53   36.42    3.55
58    7   7    8   8.11   1   11   46   31.05    4.49
58    8   8    7   5.51   5    6   33   22.52    5.75
58   17   5    4   6.28   3    2   27   18.17    8.03
58    7   8    6   4.76   4    9   47   31.75    4.04
58    7   7    5   7.38   0    6   40   29.14    4.49
58   14   8    5   3.86   3   10   44   29.30    4.33
58   14   7    1   7.50   0   11   52   35.62    4.89
58   15   8    1   7.00   5    8   32   22.50    5.58
58   15   7   14   3.71   5    8   37   25.25    5.61
58   15   8   14   2.29   1   12   37   25.14    4.71
58   17   8    2   5.44   3    7   45   29.63    4.82
58   11  10    2   5.42   5    9   47   29.86    4.03
58   12   8    7   2.45   5   11   38   25.83    4.36
58   10   8   14   3.28   5    9   43   27.80    3.91
58    9   8    2   5.26   5   11   30   20.70    5.20
58   18   9   14   7.93   5    4   40   25.68    3.84
59   11  10   12   8.69   0   12   44   31.15    2.89
59   12   7    7   4.75   5    8   44   30.37    3.96
59   14   7    4   3.80   5    8   40   27.55    6.14
59   13   8    6  13.71   3    8   38   26.80    5.44
59   10   7    4  11.29   2    9   41   29.71    3.43
59   13   7    7   4.38   5    9   42   28.78    5.51
59   11   8   14   4.21   5    7   42   28.43    3.53
59   13   8    4   7.38   5    5   34   22.86    5.31
59   18   8    4   3.20   5    5   37   25.10    4.73
59    9   7    1   6.30   3    7   42   28.96    5.41
59   14   8   14   3.71   2    6   34   24.23    4.74
59   11   9   14   3.93   5    3   27   17.45    5.10
59    9   7    2  10.07   3   10   39   27.34    4.71
59   11   8    1   3.50   3    9   26   18.46    5.51
59   16   8    5   9.00   5    9   34   23.87    6.05
59   11   8    2   8.43   3    9   34   29.96    6.52
59    8   7    6   9.86   4   10   46   33.50    4.05
59   14   7    3   3.75   3    3   31   21.27    5.11
59   15   9    7   4.23   5   12   27   17.85    5.33
59    9   8    7   9.25   3   10   49   33.71    3.72
59    8   8    1   6.50   5    3   32   20.50    4.79
59   10   7    1   6.78   1   10   40   25.68    4.17
59    9   7    2   3.51   5   11   41   26.33    3.04
59   13   8   14   6.36   0    9   35   23.07    3.63
59   15   8    6   2.14   5    8   29   21.54    5.69
59    8   6    6   7.34   2    7   45   32.30    5.56
59    9   8    7   5.60   3    7   46   32.18    4.53
59   10   7   14   5.36   5    4   19   13.05    6.83
59   11   8   14   2.93   0    4   28   18.78    7.44
59    8   9   14   5.86   1    4   43   29.30    5.11
59   10   7    7   8.00   1    3   43   30.81    5.67
59   11   8    3   7.18   3    6   44   30.74    4.47
59   15   7    5   2.67   1    9   35   24.05    6.05
59   11   7    4   6.39   3    6   39   26.85    5.28
59    7   7    5  10.67   2    5   18   11.88   11.96
59   15   6    2   5.60   5    6   47   33.31    3.71
59    9   7    4   5.90   1   10   25   16.33    4.47
59    5   7    2   6.51   0    4   25   17.12    4.59
59   13   8    3   3.72   5   11   40   25.83    4.65
59    8   7    1   9.00   2   10   30   21.25    6.75
59   19   9   14   2.29   2    9   45   31.46    4.29
59   14  10    7   7.71   5    8   35   24.05    4.25
59   19   7   14   2.04   5   10   46   29.12    3.93
59   17   7    3   3.37   4    1   28   19.91    3.98
59   12   9    2   3.94   5    2   34   23.07    4.42
59   14   9    2   4.26   3    2   30   19.63    5.16
59   12   9    4   3.37   1    3   30   19.86    4.60
60   12   7    8   8.78   2    8   18   12.92    7.43
60   11   8    7   9.33   0    5   38   26.80    5.86
60   14   7   14   5.57   3    7   31   20.65    5.24
60   10   6    4   6.40   3    7   38   24.55    4.42
60   14   8   14   2.04   1    8   43   30.59    3.88
60   11   8    7   8.63   1    7   39   27.32    5.46
60   10   6   14   7.14   1    5   34   25.58    4.96
60    9   5    3   7.38   3    5   50   32.55    4.15
60   11   7   14   4.36   0    8   21   14.57    6.44
60   14   8    1   6.00   5    6   37   23.99    6.11
60   14   7   14   3.05   5   11   46   31.40    3.99
60   11   7    4   6.00   2    9   46   32.25    4.19
60   11   8    4   3.20   5    3   40   28.23    5.19
60   11   8   14   4.79   3    9   42   28.78    4.63
