X1  172.7  92.7  61.2   87.2
X2  171.8  92.7  60.8   86.7
X3  171.6  92.6  59.2   85.6
X4  171.6  92.9  59.6   85.2
X5  171.5  92.3  60.4   87.0
X6  171.3  92.8  58.0   84.3
X7  170.8  92.6  59.7   86.7
X8  170.8  92.4  59.3   86.1
X9  170.3  91.7  59.3   86.7
X10 170.0  91.9  57.7   85.2
X11 170.0  92.0  58.5   86.4
X12 169.7  92.0  57.8   86.7
X13 168.9  91.6  55.8   83.3
X14 168.5  91.4  56.9   85.5
X15 168.1  91.1  55.6   85.1
X16 169.9  90.6  56.3   83.9
