95.0 92.0 94.8 95.6 89.1 77.4
88.1 91.2 90.0 94.0 93.6 92.2
15.4  8.3  7.9  3.1  9.5  3.7
74.7 53.4 61.9 50.0 61.9 67.1
54.7 20.7 26.1 20.0 27.4 35.5
41.3 41.4 22.8 20.0 34.0 30.3
