  1999   9295    94.6     21.8     326.6      92.9     14.8     96.8        85.3
  2000   9487    95.3     22.1     330.3      90.8     14.1     97.8        86.2
  2001   9631    95.5     22.5     328.2      88.9     13.8     97.9        84.6
  2002   9735    95.7     23.8     320.5      89.6     13.6     97.3        84.6
  2003   9711    95.3     23.6     318.3      86.4     13.3     98.1        82.7
  2004   9689    95.6     21.7     302.2      82.7     13.0     98.5        82.3
  2005   9981    94.9     23.5     289.6      82.5     12.8     97.7        83.8
  2006  11235    95.2     25.9     305.4      86.8     12.1     98.9        85.9
